id,aro_id,aco_id,_create,_read,_update,_delete
322,5,200,-1,-1,-1,-1
323,6,200,-1,-1,-1,-1
324,7,200,-1,-1,-1,-1
325,1,201,-1,-1,-1,-1
326,3,201,1,1,1,1
327,4,201,-1,-1,-1,-1
328,5,201,-1,-1,-1,-1
329,6,201,-1,-1,-1,-1
330,7,201,-1,-1,-1,-1
331,1,69,-1,-1,-1,-1
332,3,69,1,1,1,1
333,4,69,-1,-1,-1,-1
334,5,69,-1,-1,-1,-1
335,6,69,-1,-1,-1,-1
336,7,69,-1,-1,-1,-1
337,1,70,-1,-1,-1,-1
338,3,70,1,1,1,1
339,4,70,-1,-1,-1,-1
340,5,70,-1,-1,-1,-1
341,6,70,-1,-1,-1,-1
342,7,70,-1,-1,-1,-1
343,1,71,-1,-1,-1,-1
344,3,71,1,1,1,1
345,4,71,-1,-1,-1,-1
346,5,71,-1,-1,-1,-1
347,6,71,-1,-1,-1,-1
348,7,71,-1,-1,-1,-1
349,1,72,-1,-1,-1,-1
350,3,72,1,1,1,1
351,4,72,-1,-1,-1,-1
352,5,72,-1,-1,-1,-1
353,6,72,-1,-1,-1,-1
354,7,72,-1,-1,-1,-1
355,1,73,-1,-1,-1,-1
356,3,73,1,1,1,1
357,4,73,-1,-1,-1,-1
358,5,73,-1,-1,-1,-1
359,6,73,-1,-1,-1,-1
360,7,73,-1,-1,-1,-1
361,1,74,-1,-1,-1,-1
362,3,74,1,1,1,1
363,4,74,-1,-1,-1,-1
364,5,74,-1,-1,-1,-1
365,6,74,-1,-1,-1,-1
366,7,74,-1,-1,-1,-1
373,1,67,-1,-1,-1,-1
374,3,67,1,1,1,1
375,4,67,-1,-1,-1,-1
376,5,67,-1,-1,-1,-1
377,6,67,-1,-1,-1,-1
378,7,67,-1,-1,-1,-1
379,1,68,-1,-1,-1,-1
380,3,68,1,1,1,1
381,4,68,-1,-1,-1,-1
382,5,68,-1,-1,-1,-1
383,6,68,-1,-1,-1,-1
384,7,68,-1,-1,-1,-1
385,1,88,-1,-1,-1,-1
386,3,88,1,1,1,1
387,4,88,-1,-1,-1,-1
388,5,88,-1,-1,-1,-1
389,6,88,-1,-1,-1,-1
390,7,88,-1,-1,-1,-1
391,1,83,-1,-1,-1,-1
392,3,83,-1,-1,-1,-1
393,4,83,-1,-1,-1,-1
394,5,83,-1,-1,-1,-1
395,6,83,1,1,1,1
396,7,83,1,1,1,1
397,1,84,-1,-1,-1,-1
398,3,84,-1,-1,-1,-1
399,4,84,-1,-1,-1,-1
400,5,84,-1,-1,-1,-1
401,6,84,1,1,1,1
402,7,84,1,1,1,1
403,1,85,-1,-1,-1,-1
404,3,85,-1,-1,-1,-1
405,4,85,-1,-1,-1,-1
406,5,85,-1,-1,-1,-1
407,6,85,1,1,1,1
408,7,85,1,1,1,1
409,1,86,-1,-1,-1,-1
410,3,86,-1,-1,-1,-1
411,4,86,-1,-1,-1,-1
412,5,86,-1,-1,-1,-1
413,6,86,1,1,1,1
414,7,86,1,1,1,1
415,1,87,-1,-1,-1,-1
416,3,87,-1,-1,-1,-1
417,4,87,-1,-1,-1,-1
418,5,87,-1,-1,-1,-1
419,6,87,1,1,1,1
420,7,87,-1,-1,-1,-1
421,1,89,-1,-1,-1,-1
422,3,89,-1,-1,-1,-1
423,4,89,-1,-1,-1,-1
424,5,89,-1,-1,-1,-1
425,6,89,-1,-1,-1,-1
426,7,89,1,1,1,1
427,1,90,-1,-1,-1,-1
428,3,90,1,1,1,1
429,4,90,-1,-1,-1,-1
430,5,90,-1,-1,-1,-1
431,6,90,-1,-1,-1,-1
432,7,90,-1,-1,-1,-1
433,1,93,-1,-1,-1,-1
434,3,93,1,1,1,1
435,4,93,-1,-1,-1,-1
436,5,93,-1,-1,-1,-1
437,6,93,-1,-1,-1,-1
438,7,93,-1,-1,-1,-1
439,1,94,-1,-1,-1,-1
440,3,94,1,1,1,1
441,4,94,-1,-1,-1,-1
442,5,94,-1,-1,-1,-1
443,6,94,-1,-1,-1,-1
444,7,94,-1,-1,-1,-1
445,1,95,-1,-1,-1,-1
446,3,95,1,1,1,1
447,4,95,-1,-1,-1,-1
448,5,95,-1,-1,-1,-1
449,6,95,-1,-1,-1,-1
450,7,95,-1,-1,-1,-1
451,1,96,-1,-1,-1,-1
452,3,96,1,1,1,1
453,4,96,-1,-1,-1,-1
454,5,96,-1,-1,-1,-1
455,6,96,-1,-1,-1,-1
456,7,96,-1,-1,-1,-1
457,1,97,-1,-1,-1,-1
458,3,97,1,1,1,1
459,4,97,-1,-1,-1,-1
460,5,97,-1,-1,-1,-1
461,6,97,-1,-1,-1,-1
462,7,97,-1,-1,-1,-1
463,1,100,-1,-1,-1,-1
464,3,100,1,1,1,1
465,4,100,-1,-1,-1,-1
466,5,100,-1,-1,-1,-1
467,6,100,-1,-1,-1,-1
468,7,100,-1,-1,-1,-1
469,1,103,-1,-1,-1,-1
470,3,103,-1,-1,-1,-1
471,4,103,-1,-1,-1,-1
472,5,103,-1,-1,-1,-1
473,6,103,-1,-1,-1,-1
474,7,103,-1,-1,-1,-1
475,1,105,-1,-1,-1,-1
476,3,105,-1,-1,-1,-1
477,4,105,-1,-1,-1,-1
478,5,105,-1,-1,-1,-1
479,6,105,1,1,1,1
480,7,105,1,1,1,1
481,1,106,-1,-1,-1,-1
482,3,106,-1,-1,-1,-1
483,4,106,-1,-1,-1,-1
484,5,106,-1,-1,-1,-1
485,6,106,1,1,1,1
486,7,106,1,1,1,1
487,1,107,-1,-1,-1,-1
488,3,107,-1,-1,-1,-1
489,4,107,-1,-1,-1,-1
490,5,107,-1,-1,-1,-1
491,6,107,1,1,1,1
492,7,107,1,1,1,1
493,1,108,-1,-1,-1,-1
494,3,108,-1,-1,-1,-1
495,4,108,-1,-1,-1,-1
496,5,108,-1,-1,-1,-1
497,6,108,1,1,1,1
498,7,108,1,1,1,1
499,1,109,-1,-1,-1,-1
500,3,109,-1,-1,-1,-1
501,4,109,-1,-1,-1,-1
502,5,109,-1,-1,-1,-1
503,6,109,1,1,1,1
504,7,109,-1,-1,-1,-1
505,1,110,-1,-1,-1,-1
506,3,110,1,1,1,1
507,4,110,-1,-1,-1,-1
508,5,110,-1,-1,-1,-1
509,6,110,-1,-1,-1,-1
510,7,110,-1,-1,-1,-1
511,1,111,-1,-1,-1,-1
512,3,111,1,1,1,1
513,4,111,-1,-1,-1,-1
514,5,111,-1,-1,-1,-1
515,6,111,-1,-1,-1,-1
516,7,111,-1,-1,-1,-1
517,1,113,-1,-1,-1,-1
518,3,113,1,1,1,1
519,4,113,-1,-1,-1,-1
520,5,113,-1,-1,-1,-1
521,6,113,-1,-1,-1,-1
522,7,113,-1,-1,-1,-1
523,1,114,-1,-1,-1,-1
524,3,114,1,1,1,1
525,4,114,-1,-1,-1,-1
526,5,114,-1,-1,-1,-1
527,6,114,-1,-1,-1,-1
528,7,114,-1,-1,-1,-1
529,1,117,-1,-1,-1,-1
530,3,117,-1,-1,-1,-1
531,4,117,-1,-1,-1,-1
532,5,117,-1,-1,-1,-1
533,6,117,-1,-1,-1,-1
534,7,117,-1,-1,-1,-1
535,1,119,-1,-1,-1,-1
536,3,119,-1,-1,-1,-1
537,4,119,-1,-1,-1,-1
538,5,119,-1,-1,-1,-1
539,6,119,1,1,1,1
540,7,119,1,1,1,1
541,1,120,-1,-1,-1,-1
542,3,120,-1,-1,-1,-1
543,4,120,-1,-1,-1,-1
544,5,120,-1,-1,-1,-1
545,6,120,1,1,1,1
546,7,120,1,1,1,1
547,1,121,-1,-1,-1,-1
548,3,121,-1,-1,-1,-1
549,4,121,-1,-1,-1,-1
550,5,121,-1,-1,-1,-1
551,6,121,1,1,1,1
552,7,121,1,1,1,1
553,1,122,-1,-1,-1,-1
554,3,122,-1,-1,-1,-1
555,4,122,-1,-1,-1,-1
556,5,122,-1,-1,-1,-1
557,6,122,1,1,1,1
558,7,122,1,1,1,1
559,1,123,-1,-1,-1,-1
560,3,123,-1,-1,-1,-1
561,4,123,-1,-1,-1,-1
562,5,123,-1,-1,-1,-1
563,6,123,1,1,1,1
564,7,123,-1,-1,-1,-1
565,1,124,-1,-1,-1,-1
566,3,124,1,1,1,1
567,4,124,-1,-1,-1,-1
568,5,124,-1,-1,-1,-1
569,6,124,-1,-1,-1,-1
570,7,124,-1,-1,-1,-1
571,1,125,-1,-1,-1,-1
572,3,125,1,1,1,1
573,4,125,-1,-1,-1,-1
574,5,125,-1,-1,-1,-1
575,6,125,-1,-1,-1,-1
576,7,125,-1,-1,-1,-1
577,1,126,-1,-1,-1,-1
578,3,126,1,1,1,1
579,4,126,-1,-1,-1,-1
580,5,126,-1,-1,-1,-1
581,6,126,-1,-1,-1,-1
582,7,126,-1,-1,-1,-1
583,1,129,-1,-1,-1,-1
584,3,129,1,1,1,1
585,4,129,-1,-1,-1,-1
586,5,129,-1,-1,-1,-1
587,6,129,-1,-1,-1,-1
588,7,129,-1,-1,-1,-1
589,1,130,-1,-1,-1,-1
590,3,130,1,1,1,1
591,4,130,-1,-1,-1,-1
592,5,130,-1,-1,-1,-1
593,6,130,-1,-1,-1,-1
594,7,130,-1,-1,-1,-1
595,1,131,-1,-1,-1,-1
596,3,131,1,1,1,1
597,4,131,-1,-1,-1,-1
598,5,131,-1,-1,-1,-1
599,6,131,-1,-1,-1,-1
600,7,131,-1,-1,-1,-1
601,1,134,-1,-1,-1,-1
602,3,134,1,1,1,1
603,4,134,-1,-1,-1,-1
604,5,134,-1,-1,-1,-1
605,6,134,-1,-1,-1,-1
606,7,134,-1,-1,-1,-1
607,1,135,-1,-1,-1,-1
608,3,135,1,1,1,1
609,4,135,-1,-1,-1,-1
610,5,135,-1,-1,-1,-1
611,6,135,-1,-1,-1,-1
612,7,135,-1,-1,-1,-1
613,1,136,-1,-1,-1,-1
614,3,136,1,1,1,1
615,4,136,-1,-1,-1,-1
616,5,136,-1,-1,-1,-1
617,6,136,-1,-1,-1,-1
618,7,136,-1,-1,-1,-1
619,1,139,-1,-1,-1,-1
620,3,139,-1,-1,-1,-1
621,4,139,-1,-1,-1,-1
622,5,139,-1,-1,-1,-1
623,6,139,-1,-1,-1,-1
624,7,139,1,1,1,1
625,1,141,-1,-1,-1,-1
626,3,141,-1,-1,-1,-1
627,4,141,-1,-1,-1,-1
628,5,141,-1,-1,-1,-1
629,6,141,1,1,1,1
630,7,141,1,1,1,1
631,1,142,-1,-1,-1,-1
632,3,142,-1,-1,-1,-1
633,4,142,-1,-1,-1,-1
634,5,142,-1,-1,-1,-1
635,6,142,1,1,1,1
636,7,142,1,1,1,1
637,1,143,-1,-1,-1,-1
638,3,143,-1,-1,-1,-1
639,4,143,-1,-1,-1,-1
640,5,143,-1,-1,-1,-1
641,6,143,1,1,1,1
642,7,143,1,1,1,1
643,1,144,-1,-1,-1,-1
644,3,144,-1,-1,-1,-1
645,4,144,-1,-1,-1,-1
646,5,144,-1,-1,-1,-1
647,6,144,1,1,1,1
648,7,144,1,1,1,1
649,1,145,-1,-1,-1,-1
650,3,145,-1,-1,-1,-1
651,4,145,-1,-1,-1,-1
652,5,145,-1,-1,-1,-1
653,6,145,1,1,1,1
654,7,145,-1,-1,-1,-1
655,1,146,-1,-1,-1,-1
656,3,146,1,1,1,1
657,4,146,-1,-1,-1,-1
658,5,146,-1,-1,-1,-1
659,6,146,-1,-1,-1,-1
660,7,146,-1,-1,-1,-1
661,1,147,-1,-1,-1,-1
662,3,147,1,1,1,1
663,4,147,-1,-1,-1,-1
664,5,147,-1,-1,-1,-1
665,6,147,-1,-1,-1,-1
666,7,147,-1,-1,-1,-1
667,1,148,-1,-1,-1,-1
668,3,148,1,1,1,1
669,4,148,-1,-1,-1,-1
670,5,148,-1,-1,-1,-1
671,6,148,-1,-1,-1,-1
672,7,148,-1,-1,-1,-1
673,1,159,-1,-1,-1,-1
674,3,159,1,1,1,1
675,4,159,-1,-1,-1,-1
676,5,159,-1,-1,-1,-1
677,6,159,-1,-1,-1,-1
678,7,159,-1,-1,-1,-1
679,1,160,-1,-1,-1,-1
680,3,160,-1,-1,-1,-1
681,4,160,1,1,1,1
682,5,160,-1,-1,-1,-1
683,6,160,-1,-1,-1,-1
684,7,160,-1,-1,-1,-1
685,1,161,-1,-1,-1,-1
686,3,161,-1,-1,-1,-1
687,4,161,-1,-1,-1,-1
688,5,161,1,1,1,1
689,6,161,-1,-1,-1,-1
690,7,161,-1,-1,-1,-1
691,1,162,-1,-1,-1,-1
692,3,162,-1,-1,-1,-1
693,4,162,-1,-1,-1,-1
694,5,162,-1,-1,-1,-1
695,6,162,1,1,1,1
696,7,162,-1,-1,-1,-1
697,1,163,-1,-1,-1,-1
698,3,163,-1,-1,-1,-1
699,4,163,-1,-1,-1,-1
700,5,163,-1,-1,-1,-1
701,6,163,-1,-1,-1,-1
702,7,163,1,1,1,1
703,1,164,-1,-1,-1,-1
704,3,164,-1,-1,-1,-1
705,4,164,-1,-1,-1,-1
706,5,164,-1,-1,-1,-1
707,6,164,1,1,1,1
708,7,164,1,1,1,1
709,1,165,-1,-1,-1,-1
710,3,165,-1,-1,-1,-1
711,4,165,-1,-1,-1,-1
712,5,165,-1,-1,-1,-1
713,6,165,1,1,1,1
714,7,165,1,1,1,1
715,1,172,-1,-1,-1,-1
716,3,172,1,1,1,1
717,4,172,1,1,1,1
718,5,172,1,1,1,1
719,6,172,1,1,1,1
720,7,172,1,1,1,1
721,1,170,-1,-1,-1,-1
722,3,170,1,1,1,1
723,4,170,-1,-1,-1,-1
724,5,170,-1,-1,-1,-1
725,6,170,-1,-1,-1,-1
726,7,170,-1,-1,-1,-1
727,1,169,-1,-1,-1,-1
728,3,169,1,1,1,1
729,4,169,-1,-1,-1,-1
730,5,169,-1,-1,-1,-1
731,6,169,-1,-1,-1,-1
732,7,169,-1,-1,-1,-1
733,1,168,-1,-1,-1,-1
734,3,168,1,1,1,1
735,4,168,-1,-1,-1,-1
736,5,168,-1,-1,-1,-1
737,6,168,-1,-1,-1,-1
738,7,168,-1,-1,-1,-1
739,1,221,-1,-1,-1,-1
740,3,221,-1,-1,-1,-1
741,4,221,-1,-1,-1,-1
742,5,221,-1,-1,-1,-1
743,6,221,-1,-1,-1,-1
744,7,221,1,1,1,1
745,1,222,-1,-1,-1,-1
746,3,222,-1,-1,-1,-1
747,4,222,-1,-1,-1,-1
748,5,222,-1,-1,-1,-1
749,6,222,1,1,1,1
750,7,222,1,1,1,1
751,1,223,-1,-1,-1,-1
752,3,223,-1,-1,-1,-1
753,4,223,-1,-1,-1,-1
754,5,223,-1,-1,-1,-1
755,6,223,1,1,1,1
756,7,223,1,1,1,1
757,1,224,-1,-1,-1,-1
758,3,224,-1,-1,-1,-1
759,4,224,-1,-1,-1,-1
760,5,224,-1,-1,-1,-1
761,6,224,1,1,1,1
762,7,224,1,1,1,1
763,1,225,-1,-1,-1,-1
764,3,225,-1,-1,-1,-1
765,4,225,-1,-1,-1,-1
766,5,225,-1,-1,-1,-1
767,6,225,1,1,1,1
768,7,225,1,1,1,1
769,1,226,-1,-1,-1,-1
770,3,226,-1,-1,-1,-1
771,4,226,-1,-1,-1,-1
772,5,226,-1,-1,-1,-1
773,6,226,1,1,1,1
774,7,226,-1,-1,-1,-1
775,1,227,-1,-1,-1,-1
776,3,227,1,1,1,1
777,4,227,-1,-1,-1,-1
778,5,227,-1,-1,-1,-1
779,6,227,-1,-1,-1,-1
780,7,227,-1,-1,-1,-1
781,1,228,-1,-1,-1,-1
782,3,228,1,1,1,1
783,4,228,-1,-1,-1,-1
784,5,228,-1,-1,-1,-1
785,6,228,-1,-1,-1,-1
786,7,228,-1,-1,-1,-1
787,1,229,-1,-1,-1,-1
788,3,229,1,1,1,1
789,4,229,-1,-1,-1,-1
790,5,229,-1,-1,-1,-1
791,6,229,-1,-1,-1,-1
792,7,229,-1,-1,-1,-1
793,1,232,-1,-1,-1,-1
794,3,232,-1,-1,-1,-1
795,4,232,-1,-1,-1,-1
796,5,232,-1,-1,-1,-1
797,6,232,-1,-1,-1,-1
798,7,232,1,1,1,1
799,1,233,-1,-1,-1,-1
800,3,233,-1,-1,-1,-1
801,4,233,-1,-1,-1,-1
802,5,233,-1,-1,-1,-1
803,6,233,1,1,1,1
804,7,233,1,1,1,1
805,1,234,-1,-1,-1,-1
806,3,234,-1,-1,-1,-1
807,4,234,-1,-1,-1,-1
808,5,234,-1,-1,-1,-1
809,6,234,1,1,1,1
810,7,234,1,1,1,1
811,1,235,-1,-1,-1,-1
812,3,235,-1,-1,-1,-1
813,4,235,-1,-1,-1,-1
814,5,235,-1,-1,-1,-1
815,6,235,1,1,1,1
816,7,235,1,1,1,1
817,1,236,-1,-1,-1,-1
818,3,236,-1,-1,-1,-1
819,4,236,-1,-1,-1,-1
820,5,236,-1,-1,-1,-1
821,6,236,1,1,1,1
822,7,236,1,1,1,1
823,1,237,-1,-1,-1,-1
824,3,237,-1,-1,-1,-1
825,4,237,-1,-1,-1,-1
826,5,237,-1,-1,-1,-1
827,6,237,1,1,1,1
828,7,237,-1,-1,-1,-1
829,1,238,-1,-1,-1,-1
830,3,238,1,1,1,1
831,4,238,-1,-1,-1,-1
832,5,238,-1,-1,-1,-1
833,6,238,-1,-1,-1,-1
834,7,238,-1,-1,-1,-1
835,1,239,-1,-1,-1,-1
836,3,239,1,1,1,1
837,4,239,-1,-1,-1,-1
838,5,239,-1,-1,-1,-1
839,6,239,-1,-1,-1,-1
840,7,239,-1,-1,-1,-1
841,1,240,-1,-1,-1,-1
842,3,240,1,1,1,1
843,4,240,-1,-1,-1,-1
844,5,240,-1,-1,-1,-1
845,6,240,-1,-1,-1,-1
846,7,240,-1,-1,-1,-1
847,1,249,1,1,1,1
848,3,249,-1,-1,-1,-1
849,4,249,-1,-1,-1,-1
850,5,249,-1,-1,-1,-1
851,6,249,-1,-1,-1,-1
852,7,249,-1,-1,-1,-1
853,1,250,1,1,1,1
854,3,250,-1,-1,-1,-1
855,4,250,-1,-1,-1,-1
856,5,250,-1,-1,-1,-1
857,6,250,-1,-1,-1,-1
858,7,250,-1,-1,-1,-1
