id,month_year,state_board_id,port_board_id,commodities_group_wise_id,ov_ul_if,ov_ul_ff,ov_l_if,ov_l_ff,ov_total,co_ul_if,co_ul_ff,co_l_if,co_l_ff,co_total,grand_total,status,approved_on,created_on,modified_on,created_by_user_id,updated_by_user_id,data_updated_no_of_times,last_data_updated_on,last_data_updated_by_user_id
59,2017-01-01 00:00:00,10,33,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-05-05 16:57:08,2017-05-05 16:52:48,,52,,0,,
60,2017-01-01 00:00:00,10,33,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-05-05 16:57:08,2017-05-05 16:52:48,,52,,0,,
61,2017-04-01 00:00:00,3,27,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
62,2017-04-01 00:00:00,3,27,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
63,2017-04-01 00:00:00,3,27,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
64,2017-04-01 00:00:00,3,27,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
65,2017-04-01 00:00:00,3,27,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
66,2017-04-01 00:00:00,3,27,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
67,2017-04-01 00:00:00,3,27,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
68,2017-04-01 00:00:00,3,27,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
69,2017-04-01 00:00:00,3,27,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
