id,row_id,state_board_id,port_board_id,period,ov_embarked,ov_disembarked,co_embarked,co_disembarked,total_embarked,total_disembarked,status,created_by_user_id,created_on,modified_by_user_id,approved_on,modified_on,log_data_created_on
1,4,9,48,2017,0,0,66,67,66,67,Approval Awaited,112,2017-10-03 17:15:20,,,,2017-10-09 14:34:36
