id,row_id,month_year,from_period,to_period,state_board_id,port_board_id,data_table_type_id,commodity_id,ov_ul_if,ov_ul_ff,ov_l_if,ov_l_ff,ov_total,co_ul_if,co_ul_ff,co_l_if,co_l_ff,co_total,grand_total,status,comm_remarks,data_submitted_for_approval_on,approved_on,created_on,modified_on,created_by_user_id,updated_by_user_id,log_data_created_on
1934,10454,2018-05-01 00:00:00,,,5,79,1,7,0,0,0,0,0,0,0,172733,0,172733,0,Approval Awaited,,2018-08-24 17:40:54,2018-09-25 18:20:05,2018-08-24 17:32:56,2018-08-24 17:40:41,131,131,2018-09-25 18:20:05
1935,10456,2018-05-01 00:00:00,,,5,79,1,19,0,179469,0,0,179469,0,0,0,0,0,179469,Approval Awaited,,2018-08-24 17:40:54,2018-09-25 18:20:05,2018-08-24 17:32:56,2018-08-24 17:40:41,131,131,2018-09-25 18:20:05
1936,10455,2018-05-01 00:00:00,,,5,79,1,25,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-08-24 17:40:54,2018-09-25 18:20:05,2018-08-24 17:32:56,2018-08-24 17:40:41,131,131,2018-09-25 18:20:05
1937,10457,2018-05-01 00:00:00,,,5,79,1,34,0,102477,0,274700,377177,0,0,2095,0,2095,379272,Approval Awaited,,2018-08-24 17:40:54,2018-09-25 18:20:05,2018-08-24 17:32:56,2018-08-24 17:40:41,131,131,2018-09-25 18:20:05
1938,10458,2018-05-01 00:00:00,,,5,79,1,50,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-08-24 17:40:54,2018-09-25 18:20:05,2018-08-24 17:32:56,2018-08-24 17:40:41,131,131,2018-09-25 18:20:05
1939,11765,2018-06-01 00:00:00,,,6,42,1,9,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1940,11766,2018-06-01 00:00:00,,,6,42,1,10,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1941,11768,2018-06-01 00:00:00,,,6,42,1,15,0,0,0,0,0,0,0,56280,201702,257982,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1942,11769,2018-06-01 00:00:00,,,6,42,1,17,0,410771,0,0,410771,0,0,0,0,0,410771,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1943,11770,2018-06-01 00:00:00,,,6,42,1,18,0,228140,0,0,228140,0,0,142261,48050,190311,418451,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1944,11771,2018-06-01 00:00:00,,,6,42,1,19,0,10285,0,0,10285,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1945,11777,2018-06-01 00:00:00,,,6,42,1,20,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:38,87,87,2018-09-29 12:57:02
1946,11782,2018-06-01 00:00:00,,,6,42,1,24,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:38,87,87,2018-09-29 12:57:02
1947,11767,2018-06-01 00:00:00,,,6,42,1,25,0,0,0,31221,31221,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1948,11772,2018-06-01 00:00:00,,,6,42,1,26,0,28670,0,0,28670,0,0,8800,0,8800,37470,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1949,11773,2018-06-01 00:00:00,,,6,42,1,27,0,6000,0,0,6000,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1950,11774,2018-06-01 00:00:00,,,6,42,1,28,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1951,11775,2018-06-01 00:00:00,,,6,42,1,30,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1952,11776,2018-06-01 00:00:00,,,6,42,1,34,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:37,87,87,2018-09-29 12:57:02
1953,11778,2018-06-01 00:00:00,,,6,42,1,36,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:38,87,87,2018-09-29 12:57:02
1954,11779,2018-06-01 00:00:00,,,6,42,1,40,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:38,87,87,2018-09-29 12:57:02
1955,11780,2018-06-01 00:00:00,,,6,42,1,41,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:38,87,87,2018-09-29 12:57:02
1956,11781,2018-06-01 00:00:00,,,6,42,1,43,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:38,87,87,2018-09-29 12:57:02
1957,11783,2018-06-01 00:00:00,,,6,42,1,45,0,70,0,110,180,0,0,170,0,170,350,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:38,87,87,2018-09-29 12:57:02
1958,11784,2018-06-01 00:00:00,,,6,42,1,47,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:38,87,87,2018-09-29 12:57:02
1959,11785,2018-06-01 00:00:00,,,6,42,1,48,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 15:55:29,2018-09-29 12:57:02,2018-09-26 17:13:50,2018-09-27 15:52:38,87,87,2018-09-29 12:57:02
1960,11786,2018-07-01 00:00:00,,,6,42,1,9,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1961,11787,2018-07-01 00:00:00,,,6,42,1,10,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1962,11789,2018-07-01 00:00:00,,,6,42,1,15,54252,639970,0,0,694222,0,0,57491,413243,470734,1164956,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1963,11790,2018-07-01 00:00:00,,,6,42,1,17,0,257663,0,0,257663,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1964,11791,2018-07-01 00:00:00,,,6,42,1,18,0,197679,0,0,197679,0,0,203328,0,203328,401007,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1965,11792,2018-07-01 00:00:00,,,6,42,1,19,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1966,11798,2018-07-01 00:00:00,,,6,42,1,20,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1967,11803,2018-07-01 00:00:00,,,6,42,1,24,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1968,11788,2018-07-01 00:00:00,,,6,42,1,25,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1969,11793,2018-07-01 00:00:00,,,6,42,1,26,0,0,0,0,0,0,0,6760,0,6760,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1970,11794,2018-07-01 00:00:00,,,6,42,1,27,0,27280,0,0,27280,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1971,11795,2018-07-01 00:00:00,,,6,42,1,28,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1972,11796,2018-07-01 00:00:00,,,6,42,1,30,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1973,11797,2018-07-01 00:00:00,,,6,42,1,34,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1974,11799,2018-07-01 00:00:00,,,6,42,1,36,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1975,11800,2018-07-01 00:00:00,,,6,42,1,40,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1976,11801,2018-07-01 00:00:00,,,6,42,1,41,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1977,11802,2018-07-01 00:00:00,,,6,42,1,43,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1978,11804,2018-07-01 00:00:00,,,6,42,1,45,0,0,0,0,0,0,0,480,150,630,630,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1979,11805,2018-07-01 00:00:00,,,6,42,1,47,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1980,11806,2018-07-01 00:00:00,,,6,42,1,48,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:02:53,2018-09-29 13:07:45,2018-09-26 17:22:21,2018-09-27 16:00:23,87,87,2018-09-29 13:07:45
1981,11807,2018-08-01 00:00:00,,,6,42,1,9,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1982,11808,2018-08-01 00:00:00,,,6,42,1,10,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1983,11810,2018-08-01 00:00:00,,,6,42,1,15,0,545733,0,0,545733,0,0,213859,260722,474581,1020314,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1984,11811,2018-08-01 00:00:00,,,6,42,1,17,88000,0,0,0,88000,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1985,11812,2018-08-01 00:00:00,,,6,42,1,18,0,341524,0,0,341524,0,0,233125,49534,282659,624183,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1986,11813,2018-08-01 00:00:00,,,6,42,1,19,0,20044,0,0,20044,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1987,11819,2018-08-01 00:00:00,,,6,42,1,20,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1988,11824,2018-08-01 00:00:00,,,6,42,1,24,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1989,11809,2018-08-01 00:00:00,,,6,42,1,25,0,0,0,16500,16500,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1990,11814,2018-08-01 00:00:00,,,6,42,1,26,0,0,0,0,0,0,0,4570,0,4570,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1991,11815,2018-08-01 00:00:00,,,6,42,1,27,0,32700,0,0,32700,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1992,11816,2018-08-01 00:00:00,,,6,42,1,28,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1993,11817,2018-08-01 00:00:00,,,6,42,1,30,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1994,11818,2018-08-01 00:00:00,,,6,42,1,34,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1995,11820,2018-08-01 00:00:00,,,6,42,1,36,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1996,11821,2018-08-01 00:00:00,,,6,42,1,40,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1997,11822,2018-08-01 00:00:00,,,6,42,1,41,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1998,11823,2018-08-01 00:00:00,,,6,42,1,43,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
1999,11825,2018-08-01 00:00:00,,,6,42,1,45,0,0,0,0,0,0,0,610,300,910,910,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
2000,11826,2018-08-01 00:00:00,,,6,42,1,47,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
2001,11827,2018-08-01 00:00:00,,,6,42,1,48,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-09-27 16:10:38,2018-09-29 13:10:55,2018-09-26 17:30:55,2018-09-27 16:07:40,87,87,2018-09-29 13:10:55
2002,11907,2017-03-01 00:00:00,,,4,14,1,14,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-01 16:33:46,2018-10-01 17:23:45,2018-10-01 16:22:14,,33,,2018-10-01 17:23:45
2003,11908,2017-03-01 00:00:00,,,4,14,1,17,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-01 16:33:46,2018-10-01 17:23:45,2018-10-01 16:22:14,,33,,2018-10-01 17:23:45
2004,11909,2017-03-01 00:00:00,,,4,14,1,18,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-01 16:33:46,2018-10-01 17:23:45,2018-10-01 16:22:14,,33,,2018-10-01 17:23:45
2005,11916,2017-03-01 00:00:00,,,4,14,1,24,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-01 16:33:46,2018-10-01 17:23:45,2018-10-01 16:22:14,,33,,2018-10-01 17:23:45
2006,11910,2017-03-01 00:00:00,,,4,14,1,26,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-01 16:33:46,2018-10-01 17:23:45,2018-10-01 16:22:14,,33,,2018-10-01 17:23:45
2007,11911,2017-03-01 00:00:00,,,4,14,1,28,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-01 16:33:46,2018-10-01 17:23:45,2018-10-01 16:22:14,,33,,2018-10-01 17:23:45
2008,11912,2017-03-01 00:00:00,,,4,14,1,31,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-01 16:33:46,2018-10-01 17:23:45,2018-10-01 16:22:14,,33,,2018-10-01 17:23:45
2009,11913,2017-03-01 00:00:00,,,4,14,1,32,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-01 16:33:46,2018-10-01 17:23:45,2018-10-01 16:22:14,,33,,2018-10-01 17:23:45
2010,11914,2017-03-01 00:00:00,,,4,14,1,33,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-01 16:33:46,2018-10-01 17:23:45,2018-10-01 16:22:14,,33,,2018-10-01 17:23:45
2011,11915,2017-03-01 00:00:00,,,4,14,1,34,0,0,0,0,0,0,0,56414,0,56414,0,Approval Awaited,,2018-10-01 16:33:46,2018-10-01 17:23:45,2018-10-01 16:22:14,,33,,2018-10-01 17:23:45
2012,12195,2018-09-01 00:00:00,,,6,42,1,9,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2013,12196,2018-09-01 00:00:00,,,6,42,1,10,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2014,12198,2018-09-01 00:00:00,,,6,42,1,15,0,367684,0,0,367684,0,0,232096,261612,493708,861392,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2015,12199,2018-09-01 00:00:00,,,6,42,1,17,0,601355,0,0,601355,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2016,12200,2018-09-01 00:00:00,,,6,42,1,18,0,270350,0,0,270350,0,0,245748,0,245748,516098,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2017,12201,2018-09-01 00:00:00,,,6,42,1,19,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2018,12207,2018-09-01 00:00:00,,,6,42,1,20,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2019,12212,2018-09-01 00:00:00,,,6,42,1,24,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2020,12197,2018-09-01 00:00:00,,,6,42,1,25,0,0,0,6250,6250,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2021,12202,2018-09-01 00:00:00,,,6,42,1,26,0,0,0,0,0,0,0,14935,0,14935,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2022,12203,2018-09-01 00:00:00,,,6,42,1,27,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2023,12204,2018-09-01 00:00:00,,,6,42,1,28,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2024,12205,2018-09-01 00:00:00,,,6,42,1,30,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2025,12206,2018-09-01 00:00:00,,,6,42,1,34,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2026,12208,2018-09-01 00:00:00,,,6,42,1,36,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2027,12209,2018-09-01 00:00:00,,,6,42,1,40,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2028,12210,2018-09-01 00:00:00,,,6,42,1,41,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2029,12211,2018-09-01 00:00:00,,,6,42,1,43,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2030,12213,2018-09-01 00:00:00,,,6,42,1,45,0,0,0,0,0,0,0,230,100,330,330,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2031,12214,2018-09-01 00:00:00,,,6,42,1,47,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2032,12215,2018-09-01 00:00:00,,,6,42,1,48,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-05 10:56:28,2018-10-08 12:06:01,2018-10-04 17:19:47,2018-10-05 10:54:33,87,87,2018-10-08 12:06:01
2033,12631,2017-07-01 00:00:00,,,6,39,1,14,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-14 07:44:38,2018-10-14 08:29:17,2018-10-14 07:43:11,,168,,2018-10-14 08:29:17
2034,12632,2017-07-01 00:00:00,,,6,39,1,15,0,0,0,0,0,80500,337247,0,0,417747,417747,Approval Awaited,,2018-10-14 07:44:38,2018-10-14 08:29:17,2018-10-14 07:43:11,,168,,2018-10-14 08:29:17
2035,12633,2017-07-01 00:00:00,,,6,39,1,16,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-14 07:44:38,2018-10-14 08:29:17,2018-10-14 07:43:11,,168,,2018-10-14 08:29:17
2036,12634,2017-07-01 00:00:00,,,6,39,1,17,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-14 07:44:38,2018-10-14 08:29:17,2018-10-14 07:43:11,,168,,2018-10-14 08:29:17
2037,12635,2017-07-01 00:00:00,,,6,39,1,18,0,0,0,0,0,3891,108620,0,0,112511,112511,Approval Awaited,,2018-10-14 07:44:38,2018-10-14 08:29:17,2018-10-14 07:43:11,,168,,2018-10-14 08:29:17
2038,12636,2017-07-01 00:00:00,,,6,39,1,19,0,38499,0,0,38499,2456,49500,0,0,51956,90455,Approval Awaited,,2018-10-14 07:44:38,2018-10-14 08:29:17,2018-10-14 07:43:11,,168,,2018-10-14 08:29:17
2039,12642,2017-07-01 00:00:00,,,6,39,1,20,0,0,0,0,0,2196,0,0,0,2196,2196,Approval Awaited,,2018-10-14 07:44:38,2018-10-14 08:29:17,2018-10-14 07:43:11,,168,,2018-10-14 08:29:17
2040,12637,2017-07-01 00:00:00,,,6,39,1,26,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-14 07:44:38,2018-10-14 08:29:17,2018-10-14 07:43:11,,168,,2018-10-14 08:29:17
2041,12638,2017-07-01 00:00:00,,,6,39,1,27,0,0,0,0,0,0,0,0,0,0,0,Approval Awaited,,2018-10-14 07:44:38,2018-10-14 08:29:17,2018-10-14 07:43:11,,168,,2018-10-14 08:29:17
